id,source_id,split,label,expresses_positive_emotion,contains_praise,mentions_enjoyment,describes_high_quality,expresses_negative_emotion,contains_criticism,mentions_disappointment,describes_low_quality,mentions_good_acting_or_writing,mentions_bad_acting_or_writing,contains_comparison,uses_strong_opinion,contains_irony_or_sarcasm,contains_mixed_sentiment,sounds_uncertain,uses_emotional_language,contains_recommendation,mentions_exciting_content,mentions_boredom,sounds_confident
sst2_03633,train_21006,train,negative,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1
sst2_03639,train_47228,train,positive,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1
sst2_03638,train_46930,train,positive,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
sst2_03637,train_1733,train,negative,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1
sst2_03640,train_33981,test,negative,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1
sst2_03641,train_3795,train,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03642,train_44339,train,negative,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_03643,train_16487,train,positive,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
sst2_03644,train_1520,train,positive,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
sst2_03645,train_7325,train,positive,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1
sst2_03647,train_12785,train,negative,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
sst2_03646,train_37967,train,negative,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1
sst2_03648,train_15723,test,negative,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03650,train_17330,train,negative,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03649,train_55551,train,positive,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03651,train_40395,train,negative,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1
sst2_03653,train_21497,test,negative,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1
sst2_03652,train_24921,train,negative,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03654,train_21666,test,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1
sst2_03655,train_25855,train,negative,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03656,train_63288,train,negative,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_03658,train_37642,train,positive,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_03657,train_33971,train,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03659,train_5006,train,negative,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1
sst2_03661,train_5373,train,negative,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1
sst2_03660,train_55480,train,negative,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_03662,train_6234,train,positive,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sst2_03663,train_21816,train,positive,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
sst2_03665,train_61123,train,negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
sst2_03664,train_6710,train,positive,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
sst2_03666,train_10187,train,positive,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sst2_03667,train_35380,train,negative,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03668,train_11035,train,negative,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
sst2_03669,train_34689,train,positive,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
sst2_03670,train_49566,train,positive,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
sst2_03673,train_35575,train,positive,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03672,train_48211,train,positive,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1
sst2_03671,train_28228,train,negative,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1
sst2_03674,train_27503,train,positive,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
sst2_03675,train_42805,train,negative,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03679,train_41783,train,negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sst2_03676,train_49229,test,positive,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
sst2_03678,train_62047,train,negative,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03680,train_44385,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sst2_03677,train_42442,test,positive,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sst2_03681,train_21333,test,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sst2_03684,train_60901,train,positive,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
sst2_03682,train_12101,test,negative,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03683,validation_129,test,positive,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
sst2_03686,train_7452,train,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_03685,train_25745,test,negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_03687,train_22031,test,positive,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sst2_03688,train_48497,train,positive,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
sst2_03690,train_42158,train,negative,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_03689,train_63958,train,negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sst2_03691,train_52097,train,positive,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
sst2_03692,train_56551,test,positive,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0
sst2_03693,train_10860,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03696,train_40576,train,negative,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03694,train_14197,train,positive,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03695,train_26982,train,positive,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sst2_03698,train_1790,train,negative,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03700,train_65582,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03697,train_19637,train,positive,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1
sst2_03699,train_34796,train,negative,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1
sst2_03701,train_48796,test,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sst2_03702,train_47541,train,negative,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03703,train_58073,train,positive,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
sst2_03704,train_13158,train,negative,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1
sst2_03705,train_63233,train,negative,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_03707,train_47512,train,positive,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
sst2_03708,train_45586,test,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03706,validation_326,train,positive,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
sst2_03709,train_30486,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03710,train_40590,train,positive,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
sst2_03711,train_63588,train,negative,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1
sst2_03712,train_48642,train,negative,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1
sst2_03713,train_5310,train,negative,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03714,train_31278,train,negative,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1
sst2_03715,train_51970,train,positive,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1
sst2_03716,train_37551,train,positive,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1
sst2_03717,train_13299,train,positive,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
sst2_03718,train_45547,test,positive,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
sst2_03721,train_28608,train,positive,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
sst2_03720,train_52245,train,positive,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
sst2_03723,train_9554,test,negative,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_03722,train_59657,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1
sst2_03724,train_41732,train,negative,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1
sst2_03719,train_29658,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03726,train_34881,test,negative,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1
sst2_03729,train_59211,train,negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_03727,train_23610,train,negative,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
sst2_03728,train_659,train,positive,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
sst2_03725,train_53400,test,positive,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
sst2_03730,train_17597,train,positive,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
sst2_03731,train_35360,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_03733,train_16066,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_03732,train_61944,train,positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sst2_03734,train_49073,train,negative,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1
sst2_03735,train_2116,train,negative,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1
sst2_03736,train_17396,test,positive,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
sst2_03737,train_31576,train,positive,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
sst2_03739,train_52943,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_03738,train_3536,train,positive,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sst2_03740,train_57017,train,positive,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
sst2_03742,train_7647,test,negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_03741,train_34748,train,positive,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
sst2_03744,train_11740,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1
sst2_03743,train_1072,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03745,train_35853,train,negative,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1
sst2_03746,train_60493,train,negative,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_03747,train_22114,train,negative,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1
sst2_03750,train_30692,train,negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_03749,train_66078,train,positive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
sst2_03748,train_56581,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_03751,train_50080,train,negative,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
sst2_03754,train_23706,train,positive,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
sst2_03755,train_31267,train,positive,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sst2_03753,train_59360,train,positive,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1
sst2_03752,train_47152,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03756,train_4839,train,positive,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
sst2_03757,train_22423,test,positive,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
sst2_03760,train_29649,train,positive,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03758,train_22414,test,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03763,train_53132,test,positive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sst2_03761,train_23495,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1
sst2_03759,train_27914,train,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
sst2_03764,train_66483,train,positive,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03765,train_64588,test,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03766,train_50641,train,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
sst2_03762,train_19514,train,negative,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03767,train_46887,train,negative,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03769,train_19437,train,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03768,train_23190,train,positive,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
sst2_03770,train_30138,train,negative,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1
sst2_03772,train_30091,test,negative,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1
sst2_03771,train_38801,train,negative,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_03773,train_12324,test,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03774,train_46910,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03776,train_5988,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_03775,train_11860,train,negative,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_03778,train_8807,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_03777,train_16666,train,positive,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
sst2_03779,train_29220,test,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03781,train_16991,train,positive,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sst2_03780,train_10903,test,positive,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
sst2_03783,train_65355,train,positive,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
sst2_03782,train_48821,train,positive,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
sst2_03785,train_49116,train,positive,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
sst2_03786,train_1362,train,positive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sst2_03787,train_41742,train,negative,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
sst2_03784,train_52468,test,positive,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_03788,train_52985,train,positive,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
sst2_03791,train_42192,test,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sst2_03789,train_19940,train,negative,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1
sst2_03790,train_11193,test,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1
sst2_03792,train_18284,test,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_03793,train_41415,train,negative,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1
sst2_03794,train_32766,train,negative,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
sst2_03795,train_13150,test,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_03797,train_51650,train,negative,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03796,train_8615,train,positive,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1
sst2_03798,train_45477,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_03800,train_40914,train,negative,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1
sst2_03799,train_48154,test,positive,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sst2_03801,train_5210,train,positive,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03804,train_56909,train,negative,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_03803,train_39410,train,positive,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
sst2_03802,train_19409,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_03805,train_5560,train,positive,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
sst2_03806,train_2408,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_03807,train_5555,train,positive,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
sst2_03808,train_36474,train,positive,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sst2_03809,train_61190,train,positive,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_03810,train_47888,train,positive,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
sst2_03811,train_11965,train,positive,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03812,train_37006,train,positive,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_03813,train_45240,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
sst2_03815,train_30850,train,positive,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_03814,train_41499,train,positive,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
sst2_03816,train_11104,test,negative,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_03817,train_37246,test,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_03818,train_46243,test,negative,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1
sst2_03819,validation_665,train,positive,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
sst2_03821,train_30292,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sst2_03822,train_35871,train,negative,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_03823,train_34347,train,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
sst2_03820,train_63284,train,positive,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03827,train_19719,train,negative,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03824,train_28284,train,negative,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
sst2_03826,train_61496,test,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03825,train_30884,train,positive,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
sst2_03829,train_48983,train,negative,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03828,train_8818,train,positive,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
sst2_03831,train_63319,train,positive,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_03830,train_55911,test,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03835,train_23165,train,positive,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1
sst2_03833,train_16519,train,negative,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1
sst2_03834,train_67176,train,negative,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1
sst2_03832,train_17846,train,negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sst2_03837,train_54780,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_03836,train_52540,train,positive,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03838,train_57576,train,negative,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_03839,train_53957,train,negative,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1
sst2_03840,train_55218,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1
sst2_03841,train_14110,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1
sst2_03842,train_50245,test,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1
sst2_03843,train_41993,train,negative,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1
sst2_03844,train_36032,train,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03846,train_46570,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_03845,train_14002,train,negative,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1
sst2_03847,train_26889,train,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03848,train_27367,train,positive,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
sst2_03851,train_18278,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sst2_03849,train_7365,train,positive,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
sst2_03852,train_34113,train,positive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
sst2_03850,train_33822,test,negative,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03855,train_53049,train,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_03853,train_20222,train,negative,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03854,train_19861,train,positive,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
sst2_03856,train_19351,test,positive,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1
sst2_03857,train_26158,train,positive,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_03858,train_8063,train,negative,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
sst2_03860,train_66572,train,positive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_03859,train_3866,test,positive,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
sst2_03861,train_58768,train,positive,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
sst2_03863,train_33010,test,positive,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
sst2_03862,train_55250,train,negative,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
sst2_03864,train_59201,train,negative,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1
sst2_03868,train_32846,test,negative,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03867,train_834,test,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
sst2_03869,train_32805,train,negative,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1
sst2_03866,train_42304,train,positive,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
sst2_03870,train_46164,train,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sst2_03865,train_9779,train,negative,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1
sst2_03874,train_60664,train,positive,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sst2_03872,train_2268,train,negative,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
sst2_03873,train_44564,train,positive,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
sst2_03871,train_11587,train,negative,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1
sst2_03875,train_3027,train,negative,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1
sst2_03876,train_27242,test,negative,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0
sst2_03878,train_1474,test,positive,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
